Membership Plan,4 New Members,Net Increase,Sponsor New Kiwanis Club,Apppointed Membership Chair,Use ACE Tools,Officer Attended CLE,Convention Attendance,Attended Amplify,Signature Project Contest Entry,Annual Signature Project,Sponsors a Service Leadership Program,Supports a Local Children-focused Organization,KCF Support,Completed a Club Fundraising Project,Active Partnership with KI or Local Partner,Received Positive Media Coverage,Completed Youth Protection Education,Appointed PR Chair,Points earned,District ID,District Name,Club ID,Club Name
0,0,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,5,70,K20,Ohio,K01793,Tiffin
0,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,60,K14,Missouri-Arkansas,K01794,El Dorado
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K01797,Huntsville
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,5,0,70,K22,Pacific Northwest,K01798,Monroe
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K21,Eastern Canada and the Caribbean,K01801,Oshawa-Durham A.M.
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K30,Wisconsin-Upper Michigan,K01802,Burlington
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,60,K20,Ohio,K01804,Northern Columbus
0,0,0,0,0,5,0,5,5,0,5,15,5,10,5,5,5,5,0,70,K20,Ohio,K01805,Northwest Columbus
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,65,K18,New Jersey,K01809,Morristown
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K26,Texas-Oklahoma,K01810,Athens
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,80,K03,Capital,K01811,Towson-Timonium
0,0,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,45,K11,Louisiana-Mississippi-West Tennessee,K01819,New Albany
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K01820,Merced
5,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K02,California-Nevada-Hawaii,K01821,Glendora
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,80,K19,New York,K01822,Rensselaer
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K24,Rocky Mountain,K01823,Alamosa
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K30,Wisconsin-Upper Michigan,K01833,Waupun
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K08,Indiana,K01838,Rochester
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,65,K19,New York,K01839,Plattsburgh
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,40,K18,New Jersey,K01845,Gloucester Township Blackwood
0,15,0,0,5,5,0,5,0,0,5,0,5,10,5,5,5,5,5,75,K13,Minnesota-Dakotas,K01846,Madison
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,55,K22,Pacific Northwest,K01850,Port Orchard
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K01853,Hinton
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,,5,90,K17,New England and Bermuda,K01854,Hyannis
5,15,0,0,5,5,0,5,5,0,5,15,5,15,5,5,5,5,0,100,K22,Pacific Northwest,K01857,West Seattle
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K20,Ohio,K01862,Circleville
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K03,Capital,K01866,War
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K08,Indiana,K01867,Alexandria
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K02,California-Nevada-Hawaii,K01871,El Segundo
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,105,K22,Pacific Northwest,K01873,Issaquah
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K22,Pacific Northwest,K01875,Renton
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,5,75,K07,Illinois-Eastern Iowa,K01877,Mattoon
0,0,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,5,70,K14,Missouri-Arkansas,K01881,Independence
5,0,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,5,5,80,K22,Pacific Northwest,K01890,Burns-Hines
5,0,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,80,K19,New York,K01892,Yonkers
0,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,5,0,65,K17,New England and Bermuda,K01893,Chelsea
0,0,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,5,0,55,K22,Pacific Northwest,K01895,Montavilla Portland
0,15,0,0,0,5,10,5,0,0,5,0,5,15,5,5,5,0,0,75,K30,Wisconsin-Upper Michigan,K01900,Chilton
0,15,0,0,5,5,0,5,0,0,5,15,5,10,5,5,5,0,0,80,K22,Pacific Northwest,K01908,Bay Area (The)
0,15,20,0,0,5,10,5,5,0,5,15,5,0,5,5,5,5,0,105,K17,New England and Bermuda,K01910,Meriden
0,15,0,0,0,5,0,5,5,0,5,15,5,0,5,5,5,0,0,70,K06,Georgia,K01912,Marietta
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K22,Pacific Northwest,K01913,Snoqualmie Valley
5,15,0,0,5,5,0,5,0,5,5,15,5,10,5,5,5,5,5,100,K18,New Jersey,K01914,Livingston
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,70,K22,Pacific Northwest,K01915,North Central Seattle
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K16,Nebraska-Iowa,K01916,Cresco
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,60,K22,Pacific Northwest,K01917,Colville
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K24,Rocky Mountain,K01925,Scottsbluff
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K27,Utah-Idaho,K01927,Buhl
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K24,Rocky Mountain,K01929,Center
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K22,Pacific Northwest,K01930,Kent
5,15,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,65,K14,Missouri-Arkansas,K01931,Moberly
5,15,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,0,0,70,K20,Ohio,K01941,North Olmsted
0,15,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,0,0,75,K18,New Jersey,K01942,Chathams (The)
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K01943,Pampa
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K17,New England and Bermuda,K01944,Saint Johnsbury
0,0,0,0,5,5,0,5,5,0,5,0,5,0,5,5,5,0,0,45,K21,Eastern Canada and the Caribbean,K01945,St. Stephen
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K21,Eastern Canada and the Caribbean,K01948,Liverpool
5,15,20,0,5,5,10,5,5,5,5,0,5,0,5,5,5,5,5,110,K21,Eastern Canada and the Caribbean,K01949,Chatham-Kent
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K07,Illinois-Eastern Iowa,K01950,Mount Pleasant
5,15,20,0,5,5,0,5,5,5,5,15,5,10,5,5,5,5,5,125,K02,California-Nevada-Hawaii,K01951,Pittsburg
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K19,New York,K01952,Ogdensburg
0,15,0,0,5,5,10,5,0,0,5,15,5,15,5,5,5,0,5,100,K03,Capital,K01958,Arlington
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,80,K06,Georgia,K01961,Blue Ridge
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K22,Pacific Northwest,K01964,Omak
0,15,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,80,K17,New England and Bermuda,K01966,Beverly
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K07,Illinois-Eastern Iowa,K01968,Elmhurst
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K01970,Oroville
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K30,Wisconsin-Upper Michigan,K01971,Columbus
5,0,0,0,5,5,10,5,0,0,5,15,5,15,5,5,5,0,0,85,K03,Capital,K01973,Westminster
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K17,New England and Bermuda,K01976,Central Cape Cod
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,65,K26,Texas-Oklahoma,K01978,Henderson
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,75,K03,Capital,K01980,Elkton
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K19,New York,K01984,Ithaca-Cayuga
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K02,California-Nevada-Hawaii,K01986,Bellflower
0,0,0,0,0,5,0,5,5,0,5,15,5,10,5,5,5,0,0,65,K12,Michigan,K01989,Mount Pleasant
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,75,K04,Carolinas,K01992,Roxboro
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K03,Capital,K01996,Prince Georges County
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K11,Louisiana-Mississippi-West Tennessee,K01997,Rayville
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K07,Illinois-Eastern Iowa,K02001,Montclare-Elmwood Park
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K01,Alabama,K02002,Lake Martin-Dadeville Area
0,0,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,5,5,70,K12,Michigan,K02007,Monroe
0,15,0,0,0,5,10,5,0,0,5,15,5,10,5,5,5,5,0,90,K12,Michigan,K02013,Cheboygan
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K04,Carolinas,K02014,Jacksonville
0,15,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,80,K12,Michigan,K02015,Rogers City
5,15,20,0,5,5,0,5,0,0,5,0,5,10,5,5,5,5,0,95,K12,Michigan,K02017,Charlevoix
0,15,20,0,5,5,10,5,0,0,5,15,5,10,5,5,5,5,5,120,K11,Louisiana-Mississippi-West Tennessee,K02018,Vicksburg
0,15,0,0,5,5,10,5,0,0,5,15,5,10,5,5,5,5,5,100,K12,Michigan,K02020,Gaylord
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,0,45,K06,Georgia,K02021,Jones County
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,70,K11,Louisiana-Mississippi-West Tennessee,K02025,New Iberia
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,5,80,K12,Michigan,K02026,West Branch
0,15,0,0,5,5,10,5,0,0,5,15,5,15,5,5,5,5,5,105,K12,Michigan,K02031,Coldwater
0,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,95,K05,Florida,K02032,Winter Haven
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,50,K05,Florida,K02034,Mulberry
0,0,0,0,5,5,0,5,0,0,5,0,5,10,5,5,5,5,5,60,K09,Kansas,K02035,Sabetha
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K17,New England and Bermuda,K02036,Roslindale-West Roxbury
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K26,Texas-Oklahoma,K02037,Beeville
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K26,Texas-Oklahoma,K02040,Mc Allen
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K21,Eastern Canada and the Caribbean,K02044,St. Catharines
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K14,Missouri-Arkansas,K02045,Greater Jonesboro
0,15,0,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,80,K05,Florida,K02046,Crestview
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,80,K17,New England and Bermuda,K02048,Orono-Old Town
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,65,K06,Georgia,K02049,Cairo
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,65,K07,Illinois-Eastern Iowa,K02054,Northern Macoupin County
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K03,Capital,K02058,Reisterstown
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,45,K21,Eastern Canada and the Caribbean,K02060,Saint Andrews
0,0,0,0,0,5,10,5,0,0,5,0,5,15,5,5,5,0,0,60,K09,Kansas,K02062,Lyons
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K03,Capital,K02064,Georgetown
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K14,Missouri-Arkansas,K02065,Saint Charles
0,15,20,10,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,110,K10,Kentucky-Tennessee,K02066,Frankfort
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K14,Missouri-Arkansas,K02068,Sikeston
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K12,Michigan,K02071,Clare
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K12,Michigan,K02076,Rochester
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K05,Florida,K02077,Umatilla
0,0,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,0,0,65,K13,Minnesota-Dakotas,K02079,Hutchinson
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K02080,Robinson
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K20,Ohio,K02081,Lebanon
0,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,5,0,65,K17,New England and Bermuda,K02083,Rockland
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K05,Florida,K02084,De Funiak Springs
5,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,85,K20,Ohio,K02086,Piqua
0,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K02088,Mc Leansboro
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,95,K23,Pennsylvania,K02090,Bradford
0,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,65,K19,New York,K02091,Hempstead
0,15,0,0,0,5,0,5,0,0,5,15,5,15,5,5,5,5,0,85,K22,Pacific Northwest,K02093,Okanogan
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K02095,El Paso
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K23,Pennsylvania,K02096,Middletown
0,0,0,0,0,5,10,5,0,0,5,15,5,10,5,5,5,0,0,70,K07,Illinois-Eastern Iowa,K02103,Paris
0,15,20,0,5,5,10,5,0,0,5,15,5,0,5,5,5,0,0,100,K30,Wisconsin-Upper Michigan,K02107,Marquette
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K24,Rocky Mountain,K02108,Sheridan
0,15,20,0,5,5,0,5,0,5,5,15,5,0,5,5,5,0,5,100,K23,Pennsylvania,K02109,Mifflinburg
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K08,Indiana,K02110,Jasper
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K07,Illinois-Eastern Iowa,K02111,Farmer City
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K02113,Le Roy
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K19,New York,K02120,Gowanda
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K12,Michigan,K02122,Cadillac
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,40,K14,Missouri-Arkansas,K02123,Dexter
5,15,20,0,5,5,10,5,0,5,5,0,5,0,5,5,5,5,0,100,K11,Louisiana-Mississippi-West Tennessee,K02124,Opelousas
0,0,0,0,0,5,10,5,0,5,5,0,5,15,5,5,5,0,0,65,K19,New York,K02127,Cortland
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K03,Capital,K02128,Elkins
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,65,K02,California-Nevada-Hawaii,K02132,Lomita-Harbor City
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K26,Texas-Oklahoma,K02135,Stillwater
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,65,K16,Nebraska-Iowa,K02139,Onawa
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K24,Rocky Mountain,K02144,Grand Junction
5,0,0,0,5,5,10,5,0,0,5,0,5,10,5,5,5,0,5,70,K19,New York,K02147,Seneca Falls-Waterloo
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K30,Wisconsin-Upper Michigan,K02148,Port Washington
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,90,K11,Louisiana-Mississippi-West Tennessee,K02149,Alexandria
0,15,20,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,80,K10,Kentucky-Tennessee,K02150,Salyersville
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K19,New York,K02151,Silver Creek
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,80,K12,Michigan,K02152,South Lyon
0,0,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,5,5,60,K19,New York,K02157,Ken-Ton
0,0,0,0,0,5,0,5,0,0,5,0,5,10,5,5,5,0,0,45,K08,Indiana,K02161,Monticello
0,15,20,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,70,K14,Missouri-Arkansas,K02162,Oregon
5,15,0,0,0,5,0,5,5,0,5,15,5,0,5,5,5,0,0,75,K19,New York,K02163,Hicksville
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K30,Wisconsin-Upper Michigan,K02165,Pewaukee
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,60,K20,Ohio,K02168,Cheviot-Westwood
0,0,0,0,5,5,10,5,0,0,5,15,5,10,5,5,5,0,5,80,K14,Missouri-Arkansas,K02169,Gravois Saint Louis County
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K26,Texas-Oklahoma,K02171,Luling
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K27,Utah-Idaho,K02175,Logan
0,15,0,0,0,5,0,5,5,0,5,15,5,10,5,5,5,5,0,85,K20,Ohio,K02180,New Madison
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,5,105,K22,Pacific Northwest,K02185,Redmond
0,15,0,10,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,60,K05,Florida,K02188,Fernandina Beach
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,55,K19,New York,K02189,Norwood
5,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,5,95,K03,Capital,K02192,Clintwood
0,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,60,K07,Illinois-Eastern Iowa,K02195,Metropolis
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K09,Kansas,K02199,Marysville
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K11,Louisiana-Mississippi-West Tennessee,K02200,Jennings
0,15,0,10,5,5,0,5,0,5,5,0,5,0,5,5,5,0,5,75,K06,Georgia,K02210,Perry
0,15,0,0,5,5,10,5,0,5,5,15,5,10,5,5,5,5,5,105,K05,Florida,K02215,Stuart
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K10,Kentucky-Tennessee,K02216,Hazard
5,15,0,0,5,5,10,5,0,5,5,15,5,0,5,5,5,0,5,95,K11,Louisiana-Mississippi-West Tennessee,K02219,Dyersburg
5,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,5,65,K14,Missouri-Arkansas,K02221,Helena-West Helena
0,0,0,0,0,5,0,5,5,0,5,0,5,0,5,5,5,0,0,40,K07,Illinois-Eastern Iowa,K02222,Southwest Chicago
0,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,0,0,60,K14,Missouri-Arkansas,K02223,Palmyra
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K19,New York,K02224,Patchogue
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K17,New England and Bermuda,K02227,Dover-Foxcroft
0,15,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,60,K10,Kentucky-Tennessee,K02228,West Liberty
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K04,Carolinas,K02229,Kershaw County
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K02233,Elizabethtown
0,15,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,50,K10,Kentucky-Tennessee,K02236,Jackson County
5,15,20,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,100,K22,Pacific Northwest,K02237,Canby
0,15,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,85,K10,Kentucky-Tennessee,K02239,Georgetown
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K02244,Mamaroneck-Harrison-Rye
0,0,0,0,0,5,0,5,0,0,5,15,5,10,5,5,5,0,0,60,K02,California-Nevada-Hawaii,K02249,Shafter
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K10,Kentucky-Tennessee,K02251,Monticello
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,5,55,K17,New England and Bermuda,K02256,Marshfield
5,0,0,0,5,5,10,5,0,0,5,15,5,0,5,5,5,5,0,75,K26,Texas-Oklahoma,K02257,Gainesville
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K22,Pacific Northwest,K02261,Highline Burien
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K14,Missouri-Arkansas,K02264,Montgomery City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K10,Kentucky-Tennessee,K02265,Jenkins
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K10,Kentucky-Tennessee,K02268,Paducah
0,15,0,0,5,5,10,5,0,5,5,15,5,10,5,5,5,5,5,105,K03,Capital,K02269,Bridgeville
0,0,0,0,0,5,10,5,0,0,5,0,5,0,5,5,5,0,0,45,K19,New York,K02271,Corning
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K07,Illinois-Eastern Iowa,K02273,Highland Park-Highwood
5,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,60,K19,New York,K02277,Manhasset-Port Washington
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K14,Missouri-Arkansas,K02279,Paragould
0,0,0,0,0,5,0,5,0,5,5,15,5,10,5,5,5,0,0,65,K06,Georgia,K02280,North Gwinnett
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,80,K19,New York,K02281,Castleton/Schodack N.Y.
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,5,60,K06,Georgia,K02282,Rockmart
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,5,0,40,K17,New England and Bermuda,K02283,Montpelier
0,15,0,0,0,5,0,5,0,0,5,0,5,15,5,5,5,5,0,70,K09,Kansas,K02284,Newton
0,0,0,0,5,5,0,5,5,0,5,15,5,0,5,5,5,5,5,70,K14,Missouri-Arkansas,K02289,Hannibal
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K22,Pacific Northwest,K02293,Republic
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,5,0,70,K02,California-Nevada-Hawaii,K02298,Shasta Dam
0,0,0,0,0,5,0,5,5,0,5,15,5,0,5,5,5,0,0,55,K26,Texas-Oklahoma,K02300,Greater North Houston
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K17,New England and Bermuda,K02301,Shelburne Falls
0,15,0,0,5,5,10,5,0,0,5,0,5,0,5,5,5,0,0,65,K26,Texas-Oklahoma,K02302,Gilmer
0,15,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,65,K02,California-Nevada-Hawaii,K02304,Temple City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K13,Minnesota-Dakotas,K02306,Litchfield
0,15,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,5,0,80,K16,Nebraska-Iowa,K02309,Estherville
5,15,0,0,0,5,10,5,0,5,5,0,5,0,5,5,5,0,0,70,K12,Michigan,K02313,Allen Park
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K02316,Hornell
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K05,Florida,K02317,Miami Beach
0,0,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,0,0,40,K16,Nebraska-Iowa,K02318,Sheldon
0,0,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,0,0,55,K27,Utah-Idaho,K02321,North Davis
5,0,0,0,0,5,10,5,0,0,5,15,5,0,5,5,5,0,0,65,K11,Louisiana-Mississippi-West Tennessee,K02323,Union City
0,0,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,0,35,K19,New York,K02326,Salamanca
5,15,0,0,5,5,10,5,5,0,5,0,5,0,5,5,5,0,5,80,K26,Texas-Oklahoma,K02328,Palestine
0,15,0,0,5,5,0,5,0,0,5,15,5,0,5,5,5,5,0,75,K13,Minnesota-Dakotas,K02329,Spring Valley
0,0,0,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,50,K10,Kentucky-Tennessee,K02334,Mayfield
5,15,0,0,5,5,0,5,0,0,5,0,5,0,5,5,5,5,5,70,K09,Kansas,K02335,Great Bend
0,15,20,0,0,5,0,5,0,0,5,15,5,0,5,5,5,0,0,85,K17,New England and Bermuda,K02336,Brewer Bangor Area (The)
